Date,Open,High,Low,Close,Volume,Num_deals,Value
2013-02-09,6982.89,7009.46,6978.63,6996.72,195901992,141576,5720871185.00
2013-02-06,6992.52,7032.64,6971.36,6982.89,237441014,192395,6655390871.80
2013-02-05,7025.44,7025.44,6955.33,6992.52,447889420,676936,11317162475.95
2013-02-04,7033.30,7048.05,7018.20,7025.44,221481791,126963,5793094743.35
2013-02-03,7057.59,7057.59,7012.91,7033.30,224531272,140378,6397327533.00
2013-03-25,7137.54,7162.91,7127.16,7162.89,182216681,115678,5270945445.70
2013-03-24,7094.18,7142.75,7090.41,7137.54,204556579,143387,6388475174.85
2013-03-23,7095.48,7095.57,7075.65,7094.18,171830593,141181,5669667045.05
2013-03-20,7076.04,7095.53,7070.94,7095.48,166389759,142988,5780877999.60
2013-03-19,7057.44,7081.34,7051.95,7076.04,174944677,138663,5941498021.55
2013-03-18,7081.88,7082.68,7040.74,7057.44,190645461,155985,6660851789.40
2013-03-17,7051.18,7085.80,7032.64,7081.88,231988413,168628,6818452404.85
2013-03-16,7025.37,7057.95,7025.37,7051.18,194524022,209017,7163022938.15
2013-06-23,7527.36,7564.15,7527.36,7561.50,276564188,118121,5959146651.95
2013-06-22,7526.26,7527.38,7435.98,7527.36,272908073,125195,6159532955.55
2013-06-19,7526.29,7536.63,7491.22,7526.26,223958186,121787,5574002381.80
2013-06-18,7463.37,7527.23,7462.97,7526.29,252269500,125798,5941688039.45
2013-02-02,7043.55,7077.74,7040.62,7057.59,272810982,129824,6164993606.35
2013-01-30,7027.81,7044.40,7019.92,7043.55,326594519,146289,6891865916.85
2013-01-29,7021.58,7027.83,7006.60,7027.81,202130914,143096,6450609261.85
2013-01-28,7023.74,7037.65,7015.64,7021.58,203527953,133775,6173241113.20
2013-01-27,7025.31,7029.84,7005.20,7023.74,186253422,132701,6000009313.80
2013-01-26,6998.34,7025.76,6996.10,7025.31,225209347,125806,5749383496.90
2013-01-23,7007.61,7011.03,6960.03,6998.34,212305774,118778,5249042179.00
2013-01-22,6984.80,7007.78,6960.03,7007.61,173394205,115660,4944984200.70
2013-03-13,6986.45,7030.89,6968.14,7025.37,233540085,519290,10924832987.20
2013-03-12,7030.93,7030.93,6979.68,6986.45,174545013,120491,5120202230.70
2013-03-11,7019.20,7042.14,7011.49,7030.93,157943739,109524,4657774266.05
2013-03-10,7027.49,7033.40,7002.43,7019.20,146575917,99111,4072826793.05
2013-03-09,6999.53,7062.04,6999.13,7027.49,173213172,99123,4470891482.70
2013-03-06,6953.21,7005.58,6953.00,6999.53,157364956,89222,3832106243.35
2013-03-05,6956.53,6964.81,6927.23,6953.21,135927705,82901,3579270193.45
2013-03-04,6988.07,6988.07,6943.14,6956.53,155757381,99641,3974557045.35
2013-03-03,7016.61,7022.03,6973.18,6988.07,156751354,101314,3970169729.50
2013-03-02,6998.33,7024.22,6998.33,7016.61,155105102,97881,4083270394.95
2013-02-27,6988.19,7015.95,6988.19,6998.33,191344482,106062,4417835174.20
2013-02-26,7042.42,7042.42,6980.87,6988.19,214250768,120693,4945530411.00
2013-01-21,7054.36,7054.67,6952.54,6984.80,207373195,130274,5960301931.90
2013-01-20,7050.38,7058.38,7038.68,7054.36,155110481,110244,5251873375.75
2013-01-19,7036.33,7054.96,7016.14,7050.38,166105595,106578,5399058376.40
2013-01-16,7018.52,7038.25,6994.39,7036.33,159565810,107932,4912286730.40
2013-01-15,7087.83,7088.06,7005.93,7018.52,187681763,112561,5255500514.15
2013-01-14,7115.19,7117.43,7078.80,7087.83,190095379,122638,5904787348.30
2013-01-13,7165.76,7165.76,7102.14,7115.19,226252914,146118,6389170467.00
2013-01-12,7126.71,7176.45,7126.71,7165.76,234857142,123100,5727434393.25
2013-01-09,7053.29,7136.64,7052.78,7126.71,232630814,128594,6461056807.20
2013-01-08,7014.90,7055.94,7007.37,7053.29,324430735,154965,7189669647.30
2013-02-25,7043.65,7060.07,7033.98,7042.42,244740186,129330,5821463628.30
2013-02-24,7041.58,7058.16,7031.77,7043.65,253539876,132484,6233628966.25
2013-02-23,7034.74,7044.11,7026.40,7041.58,189985936,110915,4711255108.45
2013-02-20,7025.74,7035.27,7012.76,7034.74,269918240,145563,6250442332.60
2013-02-19,7056.53,7056.53,7000.87,7025.74,229941343,144603,6204194309.75
2013-02-18,7071.57,7071.66,7027.66,7056.53,194500382,125668,5246589013.35
2013-02-17,7087.82,7094.37,7056.89,7071.57,187787971,114454,4855460339.10
2013-02-16,7062.98,7087.85,7061.73,7087.82,228088537,114209,5287928395.15
2013-01-07,7004.71,7017.71,6976.96,7014.90,203763669,115721,5335946929.65
2013-01-06,7010.00,7016.19,6980.10,7004.71,255983126,134536,6020104715.65
2013-01-05,6940.31,7010.00,6940.31,7010.00,279051596,145384,6672971732.70
2013-01-02,6860.01,6941.21,6860.01,6940.31,200524106,130478,5786151107.40
2013-01-01,6801.22,6860.10,6801.22,6860.01,145152886,105708,4405784410.15
2013-02-13,7057.19,7067.24,7045.30,7062.98,228091169,129683,5505237348.55
2013-02-12,7030.78,7057.21,7020.62,7057.19,221481609,130215,5494011138.50
2013-11-07,8188.46,8262.88,8185.48,8262.79,216541150,88593,5824158167.90
2013-11-06,8170.73,8192.09,8160.41,8188.46,151555090,77472,4149031491.55
2013-11-05,8073.97,8171.40,8062.68,8170.73,196204659,87698,5457519461.35
2013-11-04,8060.16,8077.76,8053.38,8073.97,144254794,71912,4615760768.60
2013-11-03,8044.47,8098.81,8044.17,8060.16,175532812,79938,4399411263.45
2013-10-31,8005.49,8055.90,7974.03,8044.47,171128897,78640,4523878663.65
2013-10-30,7972.59,8018.65,7959.60,8005.49,177214693,80669,5033211323.00
2013-10-29,8059.21,8059.41,7950.89,7972.59,163059169,77612,4720949115.80
2013-10-28,8125.40,8125.40,8045.07,8059.21,187764889,81576,4616951639.15
2013-10-27,8170.75,8170.75,8113.29,8125.40,165137357,72579,4128849318.80
2013-10-24,8150.27,8173.70,8141.17,8170.75,165096609,72683,4118998482.50
2013-10-23,8142.66,8153.26,8119.36,8150.27,198733730,84204,5015907153.35
2013-10-22,8143.75,8183.93,8131.96,8142.66,239015902,95782,5799377247.30
2013-10-21,8133.24,8147.89,8098.66,8143.75,277061695,82953,5753159780.30
2013-10-20,7982.95,8137.77,7970.31,8133.24,243286643,79194,5640036400.95
2013-10-10,7977.26,7992.41,7961.60,7982.95,145048593,73187,3750222107.25
2013-10-09,7961.46,7983.47,7916.38,7977.26,134202637,79493,3987002340.80
2013-10-08,7976.80,7977.79,7936.42,7961.46,152446757,84667,4068992510.90
2013-10-07,8002.65,8009.75,7941.02,7976.80,173830596,93136,4764202793.10
2013-10-06,8017.77,8037.33,7884.69,8002.65,204409446,111657,5361283794.60
2013-10-03,8014.39,8034.70,7997.28,8017.77,142369001,83201,3946890392.15
2013-10-02,8008.54,8029.31,7998.32,8014.39,148998372,87454,4324263273.00
2013-10-01,7964.91,8013.86,7949.29,8008.54,140090964,84497,4197927575.65
2013-09-30,7949.81,7968.37,7931.76,7964.91,134760536,83208,3962925031.05
2013-09-29,7981.07,7987.13,7938.49,7949.81,166621078,85962,4396837076.55
2013-09-26,8002.14,8023.04,7965.59,7981.07,190725882,105286,5302586623.55
2013-09-25,8003.44,8020.32,7980.95,8002.14,184935776,87840,4712833940.20
2013-09-24,8024.71,8036.55,7992.88,8003.44,167042370,86853,4328038514.50
2013-09-19,7998.21,8064.79,7998.21,8024.71,235092244,105347,5654263473.75
2013-09-18,8030.58,8034.66,7979.40,7998.21,214325115,101406,5130366025.80
2012-12-31,6824.11,6833.42,6772.19,6801.22,168324118,131925,5067579051.95
2012-12-30,6877.06,6881.72,6809.49,6824.11,174311142,125329,5070298013.05
2012-12-29,6866.71,6889.12,6856.02,6877.06,162945959,108182,4669056190.70
2012-12-26,6864.65,6867.80,6826.57,6866.71,148898238,97653,4301549866.85
2012-12-25,6881.16,6890.55,6849.57,6864.65,175866092,110690,5041708013.55
2012-12-24,6890.31,6892.86,6865.49,6881.16,176885331,113160,5213892234.55
2012-12-23,6902.53,6904.73,6880.45,6890.31,185195307,122508,5622361861.05
2012-12-22,6888.59,6903.09,6847.97,6902.53,201837133,132518,5760097409.45
2012-12-19,6858.24,6889.59,6852.85,6888.59,183917963,123668,5457131680.05
2012-12-18,6870.98,6881.70,6848.63,6858.24,283625321,149719,7746476904.25
2012-12-17,6851.16,6873.73,6840.48,6870.98,205374827,251665,6777011713.50
2012-12-16,6823.80,6852.59,6805.45,6851.16,202684213,118905,5223842604.40
2012-12-15,6769.96,6826.60,6769.49,6823.80,181536452,118614,5270926163.30
2012-12-12,6763.12,6776.30,6754.88,6769.96,180442793,116601,5049206459.20
2012-12-11,6741.93,6767.52,6728.50,6763.12,148941913,106063,4407382849.10
2012-12-10,6783.55,6783.55,6736.63,6741.93,170385607,119513,5277744212.15
2012-12-09,6778.09,6808.86,6769.53,6783.55,194854452,129127,5750545067.55
2012-12-08,6729.19,6788.47,6727.60,6778.09,171369626,111440,4827875597.40
2012-12-05,6716.46,6740.48,6702.18,6729.19,206406779,114104,4873019112.25
2012-12-04,6732.46,6732.46,6686.90,6716.46,197500277,117729,5065421310.70
2012-12-03,6708.01,6737.66,6706.41,6732.46,229150511,127070,5532299565.60
2012-12-02,6688.18,6714.69,6667.14,6708.01,266443432,136477,6461127682.10
2012-12-01,6533.14,6690.62,6531.89,6688.18,217672142,116590,5513247997.65
2012-11-28,6462.46,6550.27,6461.90,6533.14,208620222,113934,5085714766.55
2012-11-27,6547.19,6550.76,6436.81,6462.46,214623029,122103,5109153340.20
2012-11-26,6524.15,6559.24,6423.60,6547.19,210599215,131294,5086449563.45
2012-11-25,6665.49,6665.49,6508.52,6524.15,181550939,127707,4807528987.75
2012-11-24,6609.70,6675.03,6609.22,6665.49,130139970,94142,3824484063.05
2012-11-21,6662.04,6668.34,6601.63,6609.70,153139199,111898,4499646946.75
2012-11-20,6666.46,6701.61,6617.63,6662.04,174931645,112644,4872138718.75
2012-11-19,6765.29,6769.28,6631.32,6666.46,194233614,135025,5426876394.80
2012-11-18,6792.53,6797.24,6748.81,6765.29,155408779,99184,4085916586.80
2012-11-17,6816.93,6817.22,6763.35,6792.53,134383032,104062,3969560185.85
2012-11-14,6828.19,6843.35,6806.15,6816.93,156832286,123286,4798736971.30
2012-11-13,6829.53,6836.20,6807.37,6828.19,139593969,114285,4601625171.40
2012-11-12,6884.29,6884.29,6820.69,6829.53,141570908,120895,4929082463.55
2012-11-11,6919.06,6922.08,6862.99,6884.29,188752648,134408,5732092077.75
2012-11-10,6941.97,6941.97,6891.55,6919.06,161604713,109862,4927621971.05
2012-11-07,6919.17,6961.02,6917.44,6941.97,202417720,132608,6084727440.75
2012-11-06,6843.15,6919.17,6841.20,6919.17,224253619,133884,6234958242.45
2012-11-05,6813.62,6846.27,6804.84,6843.15,175275514,133518,5795742349.10
2012-11-04,6800.82,6824.16,6792.53,6813.62,160343610,119301,4872877150.85
2012-11-03,6791.04,6801.86,6765.59,6800.82,150672088,96720,3927176351.60
2012-10-24,6729.48,6792.41,6679.59,6791.04,145015147,104178,3783497869.30
2012-10-23,6741.82,6742.20,6708.96,6729.48,141976455,101937,3938685635.10
2012-10-22,6780.00,6788.65,6732.14,6741.82,172235768,121943,4892116288.30
2012-10-21,6809.30,6833.78,6766.82,6780.00,188275811,125369,4933248460.55
2012-10-20,6811.19,6811.43,6756.30,6809.30,189276742,126414,5017164750.70
2012-10-17,6749.00,6815.02,6749.00,6811.19,214624609,134731,5419762798.10
2012-10-16,6723.21,6755.13,6720.89,6749.00,227711444,136321,6963312899.00
2012-08-12,6987.06,6996.15,6953.05,6995.40,190301961,139730,6134248685.20
2012-08-11,6953.59,7004.58,6953.59,6987.06,218307506,133807,5937828244.15
2012-08-08,6961.34,6983.19,6941.60,6953.59,303861113,159811,7139358689.90
2012-08-07,6943.64,6967.80,6943.64,6961.34,300613169,143280,6384243221.35
2012-08-06,6945.11,6958.63,6933.85,6943.64,301055635,170871,7223896294.65
2012-08-05,6951.66,6959.59,6924.04,6945.11,281809706,170209,7273741263.90
2012-08-04,6892.62,6965.37,6892.62,6951.66,272274668,152022,6679456176.00
2012-08-01,6878.19,6898.23,6849.17,6892.62,287289099,172186,7182014402.55
2012-07-31,6822.86,6879.82,6813.13,6878.19,282877751,163990,7067283735.20
2012-07-30,6769.12,6825.31,6769.12,6822.86,297904399,168017,7188573077.25
2012-07-29,6767.81,6774.22,6736.17,6769.12,292585353,164699,6757359898.80
2012-10-15,6661.99,6725.12,6658.94,6723.21,172854888,131683,4676826744.20
2012-10-14,6682.47,6687.62,6635.43,6661.99,215528648,167634,5093690573.05
2012-10-13,6796.99,6798.66,6667.80,6682.47,278582140,414286,6108413738.15
2012-10-10,6790.20,6800.61,6752.56,6796.99,153259231,103736,4323500308.40
2012-10-09,6807.30,6818.40,6776.37,6790.20,144278783,98543,4239720130.55
2012-10-08,6863.29,6863.29,6755.25,6807.30,191082161,114562,5431543502.30
2012-10-07,6887.97,6888.33,6818.74,6863.29,174824161,122071,5405363970.05
2012-10-06,6887.29,6929.53,6876.91,6887.97,170943792,113057,4936501198.00
2012-10-03,6896.10,6898.07,6868.32,6887.29,160670222,114893,4561086618.90
2012-10-02,6882.12,6909.09,6876.28,6896.10,172584985,118729,5175877188.85
2012-07-28,6666.80,6789.14,6666.80,6767.81,313850990,143449,6624283226.80
2012-07-25,6670.02,6675.54,6649.75,6666.80,201263354,116266,4613513606.35
2012-07-24,6641.10,6671.24,6627.69,6670.02,189039136,104555,4146996483.30
2012-07-23,6700.36,6701.19,6633.18,6641.10,232854621,109974,5026884497.70
2012-07-22,6665.65,6701.30,6645.89,6700.36,199196500,109191,4398053912.95
2012-07-21,6628.26,6670.92,6621.21,6665.65,187153071,104331,4152349784.30
2012-07-18,6588.81,6637.81,6555.91,6628.26,240386663,129634,5002394122.65
2012-07-17,6641.30,6650.53,6574.28,6588.81,289509524,148009,5439435916.70
2012-07-16,6662.96,6681.74,6633.94,6641.30,249418882,156258,5754536550.85
2012-07-15,6701.09,6701.65,6627.93,6662.96,319900699,143028,6057601377.75
2012-07-14,6659.58,6703.13,6652.61,6701.09,334447255,135871,5791912681.10
2012-07-11,6713.18,6722.93,6628.69,6659.58,342876666,151618,6186734006.55
2012-07-10,6756.99,6762.11,6682.16,6713.18,404089566,165247,7262173814.90
2012-07-09,6855.12,6855.18,6750.48,6756.99,365244405,266587,8391664860.00
2012-07-08,6859.59,6872.74,6834.53,6855.12,405122782,154141,7564711128.25
2012-07-07,6834.77,6859.66,6788.97,6859.59,285334613,152612,6289300926.30
2012-07-04,6885.27,6889.92,6822.79,6834.77,306441179,158187,6549070247.00
2012-07-03,6742.04,6907.18,6742.04,6885.27,410959678,159388,7682474144.30
2012-07-02,6705.49,6743.92,6692.65,6742.04,342718470,136177,6032488995.60
2012-05-20,6966.37,7014.74,6959.08,6979.55,280147000,141803,5711526865.20
2012-05-19,7099.90,7099.90,6961.09,6966.37,335884853,170304,6944323844.60
2012-05-16,7104.24,7104.24,7005.37,7099.90,340420196,161936,6985267530.60
2012-05-15,7067.99,7113.41,7053.75,7104.24,355672598,151764,6865314947.15
2012-05-14,7182.95,7182.95,7052.93,7067.99,353357528,174174,6957438378.10
2012-05-13,7233.20,7245.32,7171.81,7182.95,445291426,242837,9384654697.85
2012-05-12,7221.50,7234.75,7032.27,7233.20,527214140,444864,10564819293.55
2012-05-09,7371.42,7371.42,7211.21,7221.50,401801381,169994,7873576910.75
2012-05-08,7358.87,7372.19,7320.05,7371.42,299096258,124977,6085901977.15
2012-05-07,7377.61,7377.61,7281.60,7358.87,396642284,158639,8337232361.95
2012-05-06,7450.26,7457.65,7368.40,7377.61,402568522,173981,8474524168.20
2012-05-05,7545.91,7545.91,7397.53,7450.26,501606800,192913,9891496134.00
2012-05-02,7545.28,7586.50,7529.40,7545.91,413253626,183529,9350722850.50
2012-05-01,7558.47,7581.34,7532.78,7545.28,434367528,190719,9674615987.30
2012-04-30,7555.77,7559.75,7499.27,7558.47,383991139,176230,8584143711.00
2012-04-29,7607.59,7610.00,7538.94,7555.77,390792263,196276,9176218952.30
2012-04-28,7541.50,7617.11,7540.64,7607.59,383048249,172786,8892807254.00
2012-04-25,7512.26,7558.61,7508.73,7541.50,417564229,186956,9574528892.60
2012-04-24,7525.17,7551.17,7471.02,7512.26,442265616,184614,9960191220.25
2013-05-06,7205.75,7215.74,7171.94,7189.13,170150452,121979,5040531004.60
2013-05-05,7214.06,7215.92,7192.72,7205.75,179345456,124060,5282971684.60
2013-05-04,7175.36,7217.59,7173.42,7214.06,180334191,112479,5148314802.75
2013-05-01,7179.80,7182.75,7150.82,7175.36,208817539,114571,5158524714.95
2013-04-30,7166.93,7185.86,7153.76,7179.80,241960251,129655,5874120753.45
2013-04-29,7140.83,7166.93,7136.29,7166.93,248014694,128926,6264104945.60
2013-04-28,7149.97,7150.81,7115.93,7140.83,215250763,120316,5443812765.10
2013-04-27,7127.68,7163.39,7127.68,7149.97,228978664,138470,6145580287.20
2013-04-24,7124.40,7133.44,7113.59,7127.68,219869327,142045,6212305951.75
2013-04-23,7124.30,7125.91,7095.37,7124.40,232419229,138773,6150439093.95
2012-10-01,6839.83,6893.17,6839.83,6882.12,186140371,119687,5123130160.55
2012-09-30,6807.71,6861.21,6785.70,6839.83,199684649,121138,4852558049.15
2012-09-29,6878.72,6899.97,6797.19,6807.71,227057817,127533,5378558219.50
2012-09-26,6977.67,6977.67,6865.85,6878.72,212919378,140429,5824602491.35
2012-09-25,6960.65,6979.65,6909.16,6977.67,177136002,115850,5083769456.15
2012-09-24,7031.04,7034.80,6909.19,6960.65,226701333,126378,5601903498.85
2012-09-22,7057.01,7059.60,7009.67,7031.04,153614860,106437,4380140541.40
2012-04-23,7581.16,7581.16,7498.43,7525.17,506255637,203730,10625442951.20
2012-04-22,7618.07,7639.21,7561.54,7581.16,718754810,243688,13889807486.25
2012-04-21,7513.85,7622.16,7502.72,7618.07,519053530,213877,11533075215.10
2012-04-18,7511.72,7560.59,7472.26,7513.85,632282552,247567,13425590158.25
2012-04-17,7277.89,7516.66,7277.89,7511.72,640533568,221992,12736423961.20
2012-04-16,7348.33,7378.40,7209.36,7277.89,593930901,246347,11594423030.40
2012-04-15,7524.36,7525.21,7338.87,7348.33,518153945,244810,12015768245.40
2012-04-14,7573.28,7604.36,7509.14,7524.36,487330829,212101,10619560424.45
2012-04-11,7551.88,7575.97,7347.43,7573.28,660288640,273724,13940195903.40
2012-04-10,7697.70,7705.79,7531.62,7551.88,546455217,247002,12232634469.85
2013-04-22,7099.17,7126.42,7082.46,7124.30,207429419,141664,6084702478.60
2013-04-21,7098.48,7100.84,7075.63,7099.17,219025099,147855,6588514711.10
2013-04-20,7060.04,7098.48,7044.97,7098.48,230106898,131537,5969797894.35
2013-04-17,7096.99,7108.45,7028.39,7060.04,247799830,152086,6392141000.40
2013-04-16,7145.60,7145.60,7058.90,7096.99,236285263,167387,7572366878.45
2013-04-15,7195.67,7197.75,7132.10,7145.60,262962739,178346,7848326753.25
2013-04-14,7223.02,7223.02,7166.14,7195.67,303815041,184664,8410584274.00
2013-04-13,7237.82,7248.18,7214.91,7223.02,264372017,171993,7417453602.75
2013-04-10,7190.31,7242.50,7187.85,7237.82,264627822,189301,8375221922.25
2013-04-09,7160.52,7197.89,7160.52,7190.31,252035460,184125,8146696819.95
2013-04-08,7112.59,7170.10,7112.59,7160.52,235060290,165716,7202022292.45
2013-04-07,7113.74,7135.84,7083.43,7112.59,180061732,137022,5748195396.55
2012-09-19,7105.52,7125.31,7032.70,7057.01,190479823,127245,5497000176.45
2012-09-18,7149.42,7152.03,7093.39,7105.52,195220129,120655,5421969307.15
2012-09-17,7155.77,7162.16,7134.70,7149.42,192907431,122209,5702910097.35
2012-09-16,7165.86,7169.58,7143.69,7155.77,201721192,136196,6165250630.90
2012-09-15,7104.50,7178.44,7104.50,7165.86,237449394,133522,6478098251.90
2012-09-12,7086.80,7121.84,7084.46,7104.50,195599744,132185,5871424597.50
2012-04-08,7862.51,7887.82,7591.13,7717.72,864310823,320822,18181372917.50
2012-04-07,7895.36,7896.02,7826.45,7862.51,530140951,233924,12973320777.60
2012-04-04,7930.58,7940.36,7886.26,7895.36,610749537,281003,15342889023.15
2012-04-03,7908.30,7938.75,7902.10,7930.58,580592543,280251,14795800864.50
2012-04-02,7907.41,7944.36,7863.75,7908.30,532152905,273322,14463768905.35
2012-04-01,7835.15,7908.54,7796.09,7907.41,530249856,249734,13842411977.50
2012-03-31,7782.84,7852.85,7782.84,7835.15,535531773,247972,13278328460.80
2012-03-28,7767.33,7797.29,7722.84,7782.84,583648130,253296,14117084565.25
2012-03-27,7782.85,7830.29,7760.56,7767.33,490146383,245118,13443885445.70
2012-03-26,7758.66,7824.12,7736.67,7782.85,575266517,263905,14822144832.25
2012-03-25,7675.61,7759.97,7675.12,7758.66,735746465,276645,16586793440.60
2012-07-01,6709.91,6718.50,6670.84,6705.49,214097533,132063,5082035073.25
2012-06-30,6585.63,6730.33,6585.63,6709.91,223657563,134432,5206919340.10
2012-06-27,6696.84,6704.86,6543.62,6585.63,315757046,195756,6923580216.65
2012-06-26,6683.34,6719.01,6680.60,6696.84,199920205,137782,5002997659.65
2012-06-25,6745.36,6753.34,6678.43,6683.34,266975198,177551,5928831324.80
2012-06-24,6774.26,6776.69,6729.23,6745.36,275135559,304841,6827637162.05
2012-06-23,6838.05,6838.05,6770.49,6774.26,251958488,146020,5675458166.10
2012-06-20,6817.26,6840.87,6805.81,6838.05,272803432,161090,6366020805.70
2012-06-19,6807.51,6821.88,6790.24,6817.26,307258802,153275,6441134670.55
2012-06-18,6754.23,6812.83,6754.23,6807.51,303744694,150154,6363410498.35
2012-06-17,6724.46,6766.30,6713.89,6754.23,250843424,120462,5196188017.75
2012-04-09,7717.72,7717.72,7611.25,7697.70,517939785,236061,11685971595.90
2013-04-06,7178.10,7178.10,7091.78,7113.74,225316414,149331,6328792270.95
2013-04-03,7172.57,7181.05,7147.87,7178.10,198357096,137704,5907092215.10
2013-04-02,7157.85,7173.56,7140.31,7172.57,166956483,122168,5421156110.30
2013-04-01,7125.73,7157.85,7120.52,7157.85,140813820,116398,4765360899.05
2013-03-31,7157.64,7157.64,7100.30,7125.73,167079564,127572,5327998342.05
2013-03-30,7177.62,7190.40,7129.51,7157.64,222056214,148383,6146177275.65
2013-03-27,7176.88,7185.75,7162.45,7177.62,216975764,137965,6235081809.10
2013-03-26,7162.89,7186.24,7144.57,7176.88,204195939,128201,5955330354.00
2012-09-11,7072.60,7094.08,7065.27,7086.80,210751358,141765,6287381038.90
2012-09-10,7095.76,7099.31,7048.37,7072.60,278997997,160787,7521485238.75
2012-09-09,7105.04,7112.15,7071.39,7095.76,332994181,157458,7940868342.35
2012-09-08,7049.51,7113.97,7049.51,7105.04,247376819,141501,7084850930.15
2012-09-05,7050.34,7056.08,7027.93,7049.51,217703765,141759,6626493670.90
2012-09-04,7078.53,7079.59,7017.13,7050.34,248411275,145991,6849000479.20
2012-09-03,7090.90,7107.19,7065.54,7078.53,236563702,128903,6290751980.85
2012-09-02,7134.24,7136.38,7088.39,7090.90,230576410,130577,6067143711.30
2012-09-01,7139.01,7179.49,7127.98,7134.24,300654232,146151,7128590437.35
2012-08-29,7137.81,7142.72,7122.01,7139.01,233946691,136098,6048058704.40
2012-08-28,7137.86,7157.84,7120.59,7137.81,267088810,146961,6840851212.80
2012-03-24,7540.27,7676.47,7539.40,7675.61,629536862,243887,14421541987.10
2012-03-21,7518.66,7575.51,7486.06,7540.27,805753217,287560,18125245874.35
2012-03-20,7616.01,7616.01,7497.37,7518.66,809748508,310281,18296137757.10
2012-03-19,7615.69,7658.43,7590.62,7616.01,942851760,349791,21578130911.05
2012-03-18,7600.57,7617.34,7555.05,7615.69,785375374,305556,18004850636.25
2012-03-17,7567.98,7623.70,7553.74,7600.57,724587651,291640,16744809999.35
2012-03-14,7521.60,7587.98,7521.60,7567.98,658858237,261311,14836787840.20
2012-03-13,7539.70,7576.12,7506.29,7521.60,754826363,298591,16466773246.80
2012-03-12,7533.74,7549.35,7498.82,7539.70,745682051,281089,15979638278.70
2012-03-11,7481.27,7535.26,7472.08,7533.74,640649654,252222,14422429542.90
2012-03-10,7374.92,7491.13,7374.92,7481.27,534545506,235082,13409021449.70
2012-06-16,6744.53,6816.79,6565.82,6724.46,522121573,214320,9600710479.75
2012-06-13,6727.83,6770.19,6726.89,6744.53,239438298,125118,4940535790.45
2012-06-12,6790.96,6791.39,6711.10,6727.83,285095337,142016,5671493925.50
2012-06-11,6749.49,6830.61,6749.49,6790.96,369389399,168096,7350012515.85
2012-06-10,6663.03,6751.47,6657.38,6749.49,301828577,137623,5536900833.65
2012-06-09,6661.26,6751.17,6643.60,6663.03,302621762,137391,5347029021.85
2012-06-06,6736.82,6806.17,6615.97,6661.26,291196696,156551,5920354673.15
2012-06-05,6770.19,6795.79,6733.90,6736.82,233314531,144149,5098616655.00
2012-06-04,6747.69,6774.81,6671.56,6770.19,268016587,234933,6160289326.10
2012-08-27,7104.19,7140.79,7094.81,7137.86,276549413,138588,6405542387.00
2012-08-26,7104.48,7114.30,7082.54,7104.19,291186432,140542,6581745480.80
2012-08-25,7003.79,7104.68,7003.79,7104.48,290053583,124900,6098441172.55
2012-08-15,6968.31,7008.83,6967.15,7003.79,212150631,117778,5146276707.05
2012-08-14,6965.66,6980.84,6937.28,6968.31,205294293,113813,5146017804.15
2012-08-13,6995.40,7002.83,6961.45,6965.66,261638682,137703,6581428131.40
2012-03-07,7399.87,7399.87,7265.31,7374.92,554949683,234419,12236947215.65
2012-03-06,7353.79,7399.91,7334.47,7399.87,664395274,259466,14206857611.85
2012-03-05,7351.28,7371.04,7304.13,7353.79,692466666,243731,13774460819.55
2012-03-04,7336.21,7354.17,7276.57,7351.28,545744685,247177,13066255245.50
2012-03-03,7271.82,7337.03,7271.82,7336.21,516347583,221627,11465999981.85
2012-02-29,7214.06,7278.19,7180.18,7271.82,464031673,212031,11010768863.85
2012-02-28,7194.70,7290.38,7097.32,7214.06,699017633,310980,16105178117.55
2012-02-27,7133.09,7198.87,7109.31,7194.70,490072726,292254,12248158461.75
2012-06-03,6681.18,6752.22,6653.33,6747.69,358903630,158137,6743958708.85
2012-06-02,6975.27,6975.27,6672.86,6681.18,358155453,156683,6853656670.55
2012-05-30,7033.11,7033.55,6928.04,6975.27,309264532,154904,6488152942.05
2012-05-29,7056.68,7080.47,7031.90,7033.11,308165754,142665,6477216051.70
2012-05-28,6989.45,7056.88,6989.45,7056.68,272135867,129706,5732481875.75
2012-05-27,7013.91,7026.43,6977.00,6989.45,221590865,122839,5073386481.85
2012-05-26,7061.43,7080.17,7010.49,7013.91,278585485,117123,5453669798.85
2012-05-23,7103.52,7103.52,7045.87,7061.43,287586732,134844,5804807134.65
2012-05-22,7029.35,7121.75,7029.35,7103.52,366494060,170797,7835686661.90
2012-05-21,6979.55,7029.35,6979.55,7029.35,339880344,154712,6803339198.25
2012-02-26,7120.40,7158.64,7071.55,7133.09,510580449,248601,12188079242.80
2012-02-25,7031.26,7127.42,7031.26,7120.40,504429676,229300,11881934686.00
2012-02-22,6966.73,7055.38,6966.73,7031.26,419712147,195849,10316585269.45
2012-02-21,6904.38,6979.09,6904.38,6966.73,462609352,214460,11506723723.10
2012-02-20,6869.95,6922.17,6869.95,6904.38,461022222,203538,10687551234.55
2012-02-19,6830.31,6872.40,6813.32,6869.95,443638507,213350,10362300172.15
2012-02-18,6811.97,6842.77,6811.88,6830.31,356802237,185958,8947693346.00
2012-02-15,6816.49,6830.27,6791.08,6811.97,273334192,158715,7141484064.65
