Date,Open,High,Low,Close,Volume,Adj Close,Num_deals,Value,Change,Change_per
2014-06-19,18.25,19.25,18.25,18.25,"2,961,947",18.25,"1,414","55,085,911.25",0,0
2014-06-18,17.75,18.75,17.75,18.25,"1,906,604",18.25,"1,157","34,879,465.75",0.5,2.82
2014-06-17,17.75,18,17.5,17.75,"676,510",17.75,571,"12,003,088.00",0.25,1.43
2014-06-16,17.75,18,17.5,17.5,"377,354",17.5,355,"6,667,196.50",-0.25,-1.41
2014-06-15,17.75,18,17.25,17.75,"1,229,863",17.75,"1,117","21,594,147.00",0,0
2014-06-12,18.5,18.5,17.5,17.75,"696,096",17.75,801,"12,490,719.50",-1.25,-6.58
2014-06-11,19.25,19.25,18.5,19,"1,015,872",19,"1,037","19,065,693.50",-0.25,-1.3
2014-06-10,19.75,19.75,19.25,19.25,"572,434",19.25,513,"11,079,712.25",-0.5,-2.53
2014-06-09,19.75,20,19.5,19.75,"503,343",19.75,478,"9,913,166.00",-0.25,-1.25
2014-06-08,19.5,20,19.25,20,"732,793",20,591,"14,343,165.75",0.5,2.56
2014-06-05,19.5,19.75,19.5,19.5,"298,253",19.5,472,"5,822,239.25",-0.25,-1.27
2014-06-04,19.75,20,19.5,19.75,"373,874",19.75,441,"7,375,876.00",-0.25,-1.25
2014-06-03,19.75,20,19.75,20,"348,138",20,432,"6,886,607.00",0.25,1.27
2014-06-02,19.75,20,19.75,19.75,"242,603",19.75,367,"4,798,919.50",-0.25,-1.25
2014-06-01,20,20,19.75,20,"577,203",20,614,"11,431,436.75",0,0
2014-05-29,20.25,20.25,20,20,"875,746",20,686,"17,590,152.50",-0.25,-1.23
2014-05-28,20.5,20.5,20,20.25,"455,179",20.25,568,"9,262,164.75",-0.5,-2.41
2014-05-27,21,21.25,20.5,20.75,"1,353,017",20.75,"1,199","28,280,588.50",0,0
2014-05-26,19.5,21,19.5,20.75,"2,200,243",20.75,"1,567","44,790,782.75",1.25,6.41
2014-05-25,20,20.25,19.5,19.5,"777,987",19.5,770,"15,467,160.75",-0.5,-2.5
2014-05-22,20.25,20.25,19.75,20,"847,195",20,804,"17,086,947.75",-0.25,-1.23
2014-05-21,19.75,20.25,19.75,20.25,"932,748",20.25,"1,025","18,629,891.25",0.5,2.53
2014-05-20,19.5,19.75,19.25,19.75,"923,765",19.75,664,"17,947,241.25",0.5,2.6
2014-05-19,19.25,19.5,19.25,19.25,"759,198",19.25,411,"14,745,728.00",-0.25,-1.28
2014-05-18,19.5,19.5,19.25,19.5,"592,409",19.5,353,"11,440,489.00",0.25,1.3
2014-05-15,19,19.5,19,19.25,"329,464",19.25,338,"6,366,911.75",0.25,1.32
